date,url,likes,comments,letter,links,dateObject,month,year,dayOfYear
March-31-2025,https://heathercoxrichardson.substack.com/p/march-31-2025,9004,591,"On April 1, 1861, Secretary of State William Henry Seward wrote an astonishing letter to President Abraham Lincoln. Less than a month after Lincoln had taken office, Seward had little faith in the apparently uneducated president from the raw West and was angry that the Cabinet had overruled him to provision South Carolina’s Fort Sumter rather than evacuating it. Seward was convinced that he, rather than Lincoln, should lead the administration. Seward complained that Lincoln had not yet established “a policy either domestic or foreign” and said he had figured out the solution to the nation’s political crisis, in which seven states—South Carolina, Mississippi, Florida, Alabama, Georgia, Louisiana, and Texas—had seceded from the Union in the weeks after Lincoln was elected president but before he took office. “[W]e must,” Seward wrote, “ Change the question before the Public from one upon Slavery, or about Slavery for a question upon Union or Disunion .” The way to do that, he wrote, was to rally Americans around the flag. To do so, he told Lincoln, “I would demand explanations from Spain and France, categorically, at once. I would seek explanations from Great Britain and Russia, and send agents into Canada, Mexico and Central America, to rouse a vigorous continental spirit of independence on this continent against European intervention. And if satisfactory explanations are not received from Spain and France, Would convene Congress and declare war against them.” Modestly, Seward concluded: “Either the President must do it himself…or Devolve it upon some member of his Cabinet…. It is not in my especial province. But I neither seek to evade nor assume responsibility.” In other words, Seward proposed taking charge of the U.S. government from the elected president, and then bringing Americans together by starting a war with Spain, France, Great Britain, or Russia—who was on the other side really didn’t matter. A crisis could be created with any of them. The point was to quell dissent at home by turning Americans against another country. Lincoln spoke directly to Seward about his letter and then dropped the matter, leaving the secretary of state’s preposterous suggestion on the floor like the lead balloon it was. The two went on to forge a strong relationship, with Lincoln as the head of the administration and without starting a war with another country. But Seward’s missive demonstrated a historical truism: when one country invades another, it usually reflects the problems of the invader’s domestic politics, no matter what the justification for the invasion is. Although President Donald Trump never mentioned taking over Greenland—or Canada, or Panama, or Mexico—during the 2024 campaign, he has made such takeovers a key objective of his administration. On March 6, Trump addressed “the incredible people of Greenland” during a joint session of Congress, telling them that the U.S. needs Greenland “for national security and even international security…. And I think we’re going to get it. One way or the other, we’re going to get it.” On March 29, Trump told Kristen Welker of NBC News: “We’ll get Greenland. Yeah, 100%.” He said that there’s a “good possibility that we could do it without military force” but that “I don’t take anything off the table.” On Friday, Vice President J.D. Vance led a delegation to Greenland, an island of about 56,000 people that is a semiautonomous territory of Denmark. As founding members of both the United Nations in 1945 and the North Atlantic Treaty Organization (NATO) in 1949, Denmark and the United States are allies of long standing. Immediately after World War II, the American military maintained 17 bases and installations in Greenland, with thousands of soldiers, but now it maintains only the Pituffik Space Base on Greenland’s northwest coast with about 200 soldiers. It was there that Vance landed with his wife, as well as disgraced national security advisor Mike Waltz, Secretary of Energy Chris Wright, and Senator Mike Lee (R-UT) on Friday after Greenlanders and Danes opposed a more extended itinerary. Vance told Denmark it had “underinvested in the people of Greenland, and you have underinvested in the security architecture of this incredible, beautiful landmass filled with incredible people. That has to change.” Danish Prime Minister Mette Fredriksen dismissed Vance’s assertion, saying that Denmark is “a good and strong ally.” Danish foreign minister Løkke Rasmussen noted that a 1951 agreement between the U.S. and Denmark “offers ample opportunity for the United States to have a much stronger military presence in Greenland. If that is what you wish, then let us discuss it.” Greenland sits between the United States, Europe, and Russia on the Arctic Circle, where melting ice is making the seas more navigable. Climate change also offers access to Greenland’s rare earth minerals that are of strategic importance for modern economies, as well as oil and gas reserves. The Trump regime wants those resources, but perhaps even more to the point, the U.S. invading another country—any other country, but particularly an ally—demolishes a key founding principle of the post–World War II order: that countries will respect each other’s borders and sovereignty. In seizing Greenland from Denmark, the U.S. would justify Russia’s seizure of Ukrainian territory. That the United States is even talking about this is bonkers. Leaders from Greenland and Denmark have said the island is not for sale. National security scholar Tom Nichols posted: “The President of the United States just implied he would use force against an ally in an unprovoked war of aggression and conquest—and the entire world is so used to ignoring him like a crazy grandpa in the attic that it’s not the biggest story on the planet.” A Fox News poll conducted from March 14 to March 17 showed that only 26% of Americans like the idea of taking over Greenland. Americans also aren’t keen about the regime sweeping up legal U.S. residents in its deportation programs. A CBS News/YouGov survey from March 27–28 showed that 71% of Americans thought it was “not acceptable” for immigration authorities to mistakenly detain legal U.S. residents as part of the regime’s larger deportation program, while only 29% thought it would be acceptable. And yet, today Nick Miroff of The Atlantic reported that Trump administration attorneys admitted in a court filing that officials from Immigration and Customs Enforcement had seized and deported Kilmar Abrego Garcia by accident. Abrego Garcia fled gang threats in El Salvador when he was 16, and came to the U.S. He has no criminal record, works full time as a union sheet metal apprentice, is married to an American citizen, and is the father of a disabled U.S. citizen. He had been granted legal protected status from return to El Salvador after a judge found he was likely to be targeted by gangs if he was sent back. The U.S. government did not charge Abrego Garcia with a crime but deported him to El Salvador’s Terrorism Confinement Center (CECOT) because of an administrative error. “This was an oversight,” the government told the court. But, because he is no longer in U.S. custody, the government said it is beyond the reach of U.S. courts to get him back. Abrego Garcia’s attorney, Simon Sandoval-Moshenberg, told Miroff he had never seen a case where the government ignored protective legal status and deported someone. “They claim that the court is powerless to order any relief,’’ he told Miroff. “If that’s true, the immigration laws are meaningless—all of them—because the government can deport whoever they want, wherever they want, whenever they want, and no court can do anything about it once it’s done.” Tomorrow, voters will have a chance to weigh in on the government when elections take place in two Florida districts to fill seats vacated by the resignations of Mike Waltz, now national security advisor, and Matt Gaetz. Wisconsin, too, will hold an election, for a ten-year term on the state supreme court. That position will likely determine whether Wisconsin’s congressional maps remain gerrymandered in favor of Republicans, permitting them to pick up more seats than they have earned. Such skewing has made it possible for Republicans to retain control of the House of Representatives, and candidate Susan Crawford is likely to vote in favor of fair maps to replace the gerrymandered ones. While it is supposed to be a nonpartisan election, President Trump has thrown his weight behind candidate Brad Schimel. Billionaire Elon Musk has thrown his checkbook, putting almost $20 million behind Schimel. On Sunday Musk traveled to Wisconsin, where he said the election could determine “the future of America and Western Civilization,” warning that a court with Crawford on it would redraw the gerrymandered districts and “add seats for Democrats.” On Sunday, Musk gave away two checks for $1 million each to individuals who attended his rally for Schimel and signed a petition against “activist judges”. Musk got around the Wisconsin law against exchanging an item of value to get someone to vote or not to vote by claiming the checks were for “spokesperson agreements.” But the video recorded by one of the recipients linked her vote to Musk’s check, saying, “I did exactly what Elon Musk told everyone to do: sign the petition, refer friends and family, vote, and now I have a million dollars.” The other check for a million dollars went to the chair of the Wisconsin College Republicans, who has worked for Republican campaigns. “Let me talk for a minute or two about my opponent, Elon Musk,” Crawford told supporters on Monday. She announced her candidacy for the race before Trump was elected, and according to Scott Bauer of the Associated Press, she said she never imagined she would be fighting against “the richest man in the world.” Wisconsin Democratic Party chair Ben Wikler said he thought “people do not want to see Elon Musk buying election after election after election. If it works here, he’s going to do it all over the country.” Meanwhile Senator Cory Booker (D-NJ) has been speaking on the floor of the Senate since 7:00 tonight because, he said, “I believe sincerely that our country is in crisis.” “These are not normal times in America. And they should not be treated as such in the United States Senate.” — Notes: William Henry Seward to Abraham Lincoln, April 1, 1861, Library of Congress, available at: https://www.loc.gov/resource/mal.0866000/?sp=1&st=image Lincoln to William Henry Seward, April 1, 1861, Library of Congress, available at: https://www.loc.gov/resource/mal.0860800/?st=text&r=-0.083,0.179,1.112,1.26,0 https://www.nbcnews.com/politics/donald-trump/trump-says-couldnt-care-less-automakers-raise-prices-tariffs-rcna198731 https://apnews.com/article/greenland-future-trump-arctic-independence-denmark-minerals-4711a83c4490de99638db32029b668c9 https://www.whitehouse.gov/remarks/2025/03/remarks-by-president-trump-in-joint-address-to-congress/ https://apnews.com/article/greenland-trump-climate-change-minerals-trade-bab5bb60ba52f6073f056fb271c43215 https://www.cnn.com/2025/03/29/europe/denmark-lars-lokke-rasmussen-trump-administration-intl/index.html https://www.yahoo.com/news/heres-why-us-picking-fight-223528197.html https://www.politico.eu/article/usa-donald-trump-military-intervention-greenland-again-denmark/ https://www.npr.org/2025/03/30/nx-s1-5344942/trump-military-force-not-off-the-table-for-greenland https://www.cbsnews.com/news/danish-foreign-minister-scolds-trump-administration-jd-vance-greenland/ https://www.abc.net.au/news/2025-03-28/why-trump-wants-greenland-explainer/104937608 https://www.newsweek.com/donald-trump-greenland-takeover-idea-unpopular-what-polls-show-2052581 https://www.nytimes.com/article/trump-greenland-why.html https://www.cbsnews.com/news/opinion-poll-trump-economy-tariffs-deportation-immigration/ https://www.politico.eu/article/usa-donald-trump-military-intervention-greenland-again-denmark/ https://storage.courtlistener.com/recap/gov.uscourts.mdd.578815/gov.uscourts.mdd.578815.11.0.pdf https://www.theatlantic.com/politics/archive/2025/03/an-administrative-error-sends-a-man-to-a-salvadoran-prison/682254/ https://abcnews.go.com/Politics/wisconsin-supreme-court-race-passes-90-million-spending/story?id=120343103 https://www.jsonline.com/story/news/politics/elections/2025/03/31/who-were-the-wisconsinites-that-received-1-million-from-elon-musk/82742351007/ https://thehill.com/homenews/campaign/5222723-musk-wisconsin-supreme-court-race-might-decide-the-future-of-america-and-western-civilization/ https://abcnews.go.com/US/wisconsin-supreme-court-rejects-effort-block-musks-1m/story?id=120319945 https://thehill.com/homenews/campaign/5223074-trump-schimel-wisconsin-supreme-court/ https://www.jsonline.com/story/news/politics/elections/2025/03/31/who-were-the-wisconsinites-that-received-1-million-from-elon-musk/82742351007/ https://apnews.com/article/wisconsin-supreme-court-elon-musk-trump-acc4066ecd0e5222c4ecb9ddcb880df5 https://apnews.com/article/wisconsin-supreme-court-elon-musk-trump-8fe006c7f8fa40b663eccd6751bada98 https://www.cnn.com/2025/03/31/politics/booker-senate-floor-speech-trump-protest/index.html Bluesky: patriottakes.bsky.social/post/3llojyy5gjc2e X: radiofreetom/status/1906188526460318167 Share",,2025-03-31,3,2025,90
February-28-2020,https://heathercoxrichardson.substack.com/p/february-28-2020,194,0,"Today, Trump and his supporters doubled down on the idea that the coronavirus is a “hoax,” as Trump said, perpetrated by Democrats eager to tank his presidency. That would explain the dramatic drop of the stock market this week as nothing but an emotional reaction to “fake news.” It would mean that the strong economy Trump has hyped as his major contribution to the country—he denies that his predecessor Barack Obama had anything to do with it, although economic numbers under Obama were as good or better than today’s—remains intact, so long as people will ignore those dastardly Democrats... the Democrats that Donald Trump, Jr. says are hoping the coronavirus “comes here and kills millions of people so that they can end Donald Trump’s streak of winning.” This is one heck of a gamble, and it reveals the corner into which the administration’s reliance on a false narrative has painted it. Under Trump, the country is great again… so the virus can’t be a problem. The rising stock market has proved that the economy is brilliant and Trump gets all the credit for it… so the falling stock market must be fake, or else the fault of jealous Democrats. But the virus isn’t playing Trump’s game. It is spreading. Today, after we learned there are more than 85,000 known cases in the world and more than 2,900 known deaths, the director of the World Health Organization’s health emergencies program warned “every government on the planet” to “wake up. Get ready. You have a duty to your citizens. You have a duty to the world to be ready.” The WHO raised its risk assessment of the virus to “very high,” and just tonight, we have learned that the United States has its third case of coronavirus in a patient who has had no known contact with the infection, which indicates the virus is spreading within the community. Since we have not yet tested extensively, how far it has spread is unclear. The stock market isn’t buying Trump’s rosy assessment, either. It has slid for seven days, shedding more than 13% of its value, taking $4 trillion from global stock values. Worried, White House officials are talking of tax cuts to boost consumer confidence, but consumer confidence cannot address the fact that the virus has interrupted supply chains; cut into air travel, tourism, and entertainment; and hobbled economies as people stay home. Fears of infection are starting to slow down air travel within the U.S., too, as companies are calling off conferences and Americans stop traveling for vacations. Reports tonight suggest that China’s draconian quarantine measures actually worked, slowing the spread of the virus to enable health-care facilities to manage cases, but those measures also slowed economic production. Trump is depending on a strong economy to be reelected this fall. So, rather than encouraging us to take the simple precautions that would slow the virus enough to stagger our dangerous cases so healthcare facilities can manage them, Trump is urging his followers to adopt a religious view of coronavirus: “It’s going to disappear. One day it’s like a miracle, it will disappear.” To make sure the administration’s message cannot contradict him, government scientists may not speak directly to the media; all news about the virus must be cleared through Katie Miller (who recently married White House advisor Stephen Miller) at Vice President Pence’s office. Trump’s increasing insistence on ignoring the coronavirus reminds me of Nixon’s increasing paranoia when he became convinced “enemies” were working against his reelection in 1972 (and, of course, Roger Stone is a common denominator between these two presidents and their reelection campaigns). Nixon hunkered down with his own men around him and turned more and more toxic toward those he thought were working against him. Today, Trump announced he would nominate Texas Republican congressman John Ratcliffe to be his permanent Director of National Intelligence, despite the fact that when he tried to insert Ratcliffe before into the position to replace Dan Coats, lawmakers of both parties expressed concern about his lack of qualifications and his role as one of Trump’s key partisans in Congress. Since the DNI will be in charge of protecting the 2020 election against Russian interference, Trump’s insistence on reintroducing Ratcliffe into that role now suggests Trump is worried about his reelection, and is less interested in protecting our nation than in having a loyalist in a position key for the upcoming election. People are asking me a lot about that election, especially about whether or not Trump will call it off, or whether he will refuse to leave the White House even if he loses. My take on it is that I think it’s way too early to worry about either of those things. So much is happening in America these days we cannot predict even what will happen next week, and that election is more than eight months out. Want proof of how fast things are moving? The Ukraine Scandal broke slightly more than five months ago. And I looked back over these Letters to see when I first dedicated one to the coronavirus. It was forever ago, right? It was Tuesday. We could all use a break. Aside from everything else, tonight’s big takeaway is: wash your hands a LOT, don’t touch your face, eat right, get enough sleep (I know, I know…), read reputable sources about how best to handle public health... And we will ride this out together. —— Notes: Trump “hoax”: Aaron Rupar @atrupar Here’s Trump at his rally tonight in South Carolina dismissing worries about the coronavirus as the “new hoax” 1:52 AM ∙ Feb 29, 2020 3,148 Likes 1,619 Retweets Mulvaney, hoax: https://talkingpointsmemo.com/news/mick-mulvaney-accuse-media-harm-trump-coronavirus Don, Jr.: https://www.businessinsider.com/don-jr-dems-want-coronavirus-to-end-dads-streak-winning-2020-2?fbclid=IwAR3kQA5fDNtG-1Yv6j-I-fWVcs53UiB4S1yUV0ONE7y-4I0pKJUWrgVSfoE https://www.politico.com/news/2020/02/28/trump-south-carolina-rally-coronavirus-118269 https://www.washingtonpost.com/world/2020/02/28/coronavirus-live-updates/ stock markets: https://www.washingtonpost.com/us-policy/2020/02/28/stock-markets-tumble-because-coronavirus-this-time-feels-different/ https://www.washingtonpost.com/business/2020/02/28/coronavirus-cancel-travel/ miracle: https://www.cnn.com/2020/02/28/politics/donald-trump-coronavirus-miracle-stock-markets/index.html numbers: Ted Lieu @tedlieu If you believe @realDonaldTrump ’s words about the “new hoax,” then you are really stupid. Just today new #coronavirus cases were identified in Santa Clara County, CA and in Oregon. 

There are now over 85,000 cases worldwide & over 2,900 deaths. Don’t be stupid. Aaron Rupar @atrupar Here’s Trump at his rally tonight in South Carolina dismissing worries about the coronavirus as the “new hoax” https://t.co/Q58d7dI1cb 3:40 AM ∙ Feb 29, 2020 10,300 Likes 3,475 Retweets Ratcliffe: https://www.cnn.com/2020/02/28/politics/john-ratcliffe-dni-nominate/index.html Wake up: NBC News @NBCNews WATCH: Director of WHO's health emergencies program: ""This is a reality check for every government on the planet. Wake up. Get ready ... You have a duty to your citizens. You have a duty to the world to be ready."" 

Latest: nbcnews.to/2voQMHl 6:22 PM ∙ Feb 28, 2020 3,624 Likes 2,155 Retweets China’s measures worked: https://www.cbc.ca/news/health/covid-19-china-epicurve-1.5479983 https://www.cnn.com/2020/02/27/politics/pence-messaging-coronavirus/index.html",,2020-02-28,2,2020,59
October-24-2020,https://heathercoxrichardson.substack.com/p/october-24-2020,1613,153,"Too many late nights this week. I have to check out early tonight. The next two weeks are going to be stressful, so take a breath while you can. This, too, shall pass... and we'll get through it together. [Photo by Buddy Poland] Share",,2020-10-24,10,2020,298
January-27-2020,https://heathercoxrichardson.substack.com/p/january-27-2020,355,0,"Last night, news dropped that in his forthcoming book, Trump’s former National Security advisor John Bolton alleges that Trump told him directly that he was withholding congressionally appropriated funds to help Ukraine fight off Russian incursions until Ukraine agreed to announce an investigation into the Bidens. Republicans have insisted that there was no direct evidence that Trump himself directed the hold, and that, therefore, there was no evidence that the president had abused his power, as the first article of impeachment charges. The leaks from Bolton’s book, cheekily named The Room Where It Happened (this is a reference to a song from the wildly popular musical, Hamilton), demolish that argument. A key player is willing to testify to direct conversations about the issue that place it firmly in Trump’s lap. Shortly after midnight Sunday, in the wee hours of Monday morning, Trump tweeted: “I NEVER told John Bolton that the aid to Ukraine was tied to investigations into Democrats, including the Bidens. In fact, he never complained about this at the time of his very public termination. If John Bolton said this, it was only to sell a book.” The tweet was unfortunate, since if Bolton is lying, Trump should want him to testify under oath. Also, tweeting about the issue likely destroys Trump’s chances to protect the conversation under executive privilege. (Instead, the White House has floated the idea of going to court to get a restraining order against Bolton to stop him from speaking. This would tie the issue up in legal fights until the Senate finishes the trial.) The media chewed over the issue all day today, with New York Times reporter Maggie Haberman, who broke the story, saying that Republican Senators felt blindsided by the news and wanted to know who had had access to the manuscript. Fox News Channel personality Lou Dobbs called staunch Republican John Bolton “A Tool For The Left,” (which is hilarious, despite the deadly seriousness of all this). Trump supporters, including Representative Mark Meadows (R-NC), one of Trump’s closest allies, warned that Republicans breaking with Trump over impeachment could face “political repercussions.” But while senators do not want to buck Trump, they also don’t want to acquit the president only to have more damning information appear. Lindsey Graham (R-SC) and Senator James Langford (R-OK) tried to avoid asking for witnesses but still get some security, saying that the Senate should be allowed to see the manuscript. But the lawyers charged with defending Trump in the Senate today didn’t mention the new information at all until Alan Dershowitz mentioned it tonight only to say that even if Bolton’s accusations were true, they are not an impeachable offense. (Dershowitz is virtually the only constitutional scholar trying to make this argument.) Indeed, Jay Sekulow went so far as to say that “not a single witness” testified that they heard from Trump himself that the aid was linked to investigations… even as a direct witness has offered to testify, but is being blocked. Clearly Trump’s defenders are not trying to defend him against the charges brought by the House. So what are they doing? Today was a constant stream of attacks on Joe and Hunter Biden, in which Trump’s lawyers insisted that Trump’s focus on the announcement of an investigation into Burisma, the company on whose board Hunter Biden sat, was because he cared so deeply about corruption in Ukraine. (A quick recap of the actual facts, established in the impeachment hearings, among other places, might be in order: In 2006, George W. Bush named Hunter Biden to the board of directors of Amtrak; he resigned in 2009 to start an international consulting firm. In 2014, Biden joined the board of Burisma to lend credibility to the idea it was leaving behind its corrupt past—US Ambassador to Ukraine Marie Yovanovitch testified that putting Americans on boards to suggest they are clean is a common practice in Ukraine. Burisma is owned by an oligarch, Mykola Zlochevsky; Hunter Biden had just been discharged from the Navy Reserve after testing positive for cocaine. In 2015, Viktor Shokin became Ukraine’s prosecutor general. He vowed to investigate Burisma but did not follow through. Shokin was widely perceived as corrupt, and in fall 2015, Vice President Joe Biden, who was overseeing American policy toward Ukraine, led a number of western officials—including Republican politicians-- in calling for Shokin’s removal. He was fired in March 2016, and a new prosecutor cleared Zlochevsky.) Focusing so tightly on the Bidens actually weakens their argument that Trump cared more generally about corruption, so what are they up to? They are doing precisely what Ukraine President Volodymyr Zelensky refused to do: they are smearing the Bidens to help Trump in 2020. Tonight, Iowa Senator Joni Ernst laid it out: “Okay, Iowa caucuses, folks, Iowa caucuses are this next Monday evening. And I’m really interested to see how this discussion today informs and influences the Iowa caucus voters. Those Democratic caucus-goers. Will they be supporting Vice President Biden at this point? Not so certain about that.” The Trump team is also deliberately gas lighting Americans. To Pam Bondi they gave the argument about corruption and the improper use of political connections. As Florida’s attorney general, Bondi declined to pursue fraud charges against Trump University after Trump wrote her a campaign committee a $25,000 check (for which he was later fined). Until recently Bondi was a lobbyist for Ballard Partners, a firm boasting of its ties to the Trump administration to represent Qatar and Kuwait. Lev Parnas’s notes suggested hiring Ballard to lobby for indicted Ukraine oligarch Dmitry Firtash. To Ken Starr they gave the argument about lowering the standards of impeachment and using it as a political tool. Ken Starr, of course, was the man who pursued President Bill Clinton for years through a number of investigations that turned up nothing, only to corner him finally on charges that he had lied under oath about an extramarital affair. The House, controlled by Republicans, impeached Clinton, although many of the people insisting that it was a “character issue” that required his removal from office were themselves having extramarital affairs, including Speaker of the House Newt Gingrich (R-GA). Even Josh Marshall, the editor of Talking Points Memo , said it was so exhausting to watch the perpetrators bemoan the crimes that he had to stop listening. That is, of course, the plan. Still, news continues to drop. Today, Secretary of State Mike Pompeo continued his attacks on NPR. After accusing NPR reporter Mary Louise Kelly of lying only to be exposed by emails as the liar himself, Pompeo had another NPR correspondent, who on this trip was the representative for all radio reporters, banned from his plane on his upcoming trip to London and Kyiv. This means that the State Department— the government—is retaliating against the media for coverage the Secretary of State didn’t like. Tonight Rachel Maddow reported that Bolton’s lawyer delivered a single copy of the manuscript to the White House, but that the White House made copies. Standard procedure—to which Bolton’s lawyer specifically called the attention of the White House lawyers—meant that the only people who should’ve seen the manuscript were those whose job was to make sure it did not reveal classified information. It seems that the White House ignored that rule and distributed the manuscript more widely. Also tonight, the New York Times ran more information from Bolton’s manuscript, saying that Bolton privately told Attorney General William Barr last year that he was concerned that Trump was granting personal favors to the autocratic leaders of Turkey and China. (Back in October, Rolling Stone’s Ryan Bort did a good story on Trump’s attempts to help Turkish President Recep Tayyip Erdogan which likely covers some of the same territory Bolton’s book will.) At the Washington Post , Michael Gerson notes that Trump might finally have met his match in John Bolton. While the other people on whom Trump has turned beg for forgiveness and return to the fold, Bolton is taking the fight back to Trump. —— A note on notes: A number of people are complaining that they are not getting their Letters and I suspect it’s because servers are reading the more and more copious notes as signs of spam. I’m going to try a few Letters without notes and see if that solves the problem. If you are interested, the notes are still posted over at my professional Facebook page: Heather Cox Richardson.",,2020-01-27,1,2020,27
May-21-2020,https://heathercoxrichardson.substack.com/p/may-21-2020,281,0,"Two stories caught my attention today. First, the day after Trump removed the State Department Inspector General, he removed yet another Inspector General, this one from the Department of Transportation. Career public servant Mitch Behm was serving as the Acting Inspector General of the Department of Transportation. He is to be replaced by Howard R. Elliott, who is the Administrator of the Pipeline and Hazardous Materials Safety Administration (PHMSA) and who will continue to hold that office while also serving as the DOT IG. The kicker of this arrangement is that in his position as the administrator of PHMSA, Elliott reports to Elaine Chao, the Secretary of Transportation. So, rather than being independent, the Inspector General would actually report to the head of the department he is supposed to be inspecting. It appears that Inspector General Behm was on the chopping block because he was investigating Secretary Chao’s conflicts of interest. Chao is married to Senator Majority Leader Mitch McConnell (R-KY). Reports had surfaced that the Department of Transportation was steering contracts to Kentucky, where McConnell is running for reelection. The House Committee on Oversight and Reform, Committee on Transportation and Infrastructure, and Subcommittee on Government Operations, have all protested the firing and demanded documents relating to it. Second, Trump has announced that the United States is leaving the Open Skies Treaty. This treaty permitted signatories to it to monitor each other’s military activity by plane, enabling them to keep tabs on what each other was up to and thus, theoretically, making war less likely. Trump has argued that Russia is violating the treaty by limiting flights over critical areas, and is using that as a reason to abandon the treaty. But leaving the treaty means the U.S. and its allies will have less information on Russian military activity, including—crucially-- that on the border of Ukraine, enabling Russia to increase its pressure there. Retired four-star general and former Director of the National Security Agency General Michael Hayden tweeted “This is insane. I was the director of the CIA.” Russia expert Tom Nichols replied “The Russians can’t believe it’s all gotten this easy.” Representative Eliot L. Engel (D-NY), who chairs the House Foreign Affairs Committee, notes that the 2019 National Defense Authorization Act—a law Trump signed-- requires the president to give Congress 120 days’ notice before beginning the process of withdrawal. That’s it for tonight, folks, because I cannot hold my eyes open. See you on the flip side. —- Notes: https://www.reuters.com/article/us-usa-russia-openskies/u-s-says-pulling-out-of-open-skies-treaty-citing-russian-violations-idUSKBN22X1TK Hayden: Gen Michael Hayden @GenMhayden @RadioFreeTom This is insane.   I was the director of CIA. 2:51 PM ∙ May 21, 2020 18,441 Likes 4,860 Retweets Nichols: Tom Nichols @RadioFreeTom @TheRickWilson @GenMhayden The Russians can't believe it's all gotten this easy. 4:42 PM ∙ May 21, 2020 3,814 Likes 503 Retweets House complaint about DOT: https://oversight.house.gov/sites/democrats.oversight.house.gov/files/2020-05-19.CBM%20DeFazio%20GEC%20to%20Chao-DOT%20re%20Removal%20of%20Acting%20DOT%20IG.pdf DOT IG: https://www.politico.com/news/2020/05/19/democrats-blast-removal-of-acting-dot-inspector-general-268611",,2020-05-21,5,2020,142
May-16-2020,https://heathercoxrichardson.substack.com/p/may-16-2020,481,0,"Today former President Barack Obama gave two virtual graduation speeches. Midday, he spoke to the graduates of Historically Black Colleges and Universities (HBCUs), and in the evening, he spoke to the high school graduates of 2020 in an event called Graduate Together. Both speeches were a striking contrast to the language we have become accustomed to hearing from today’s White House. And while they were directed at this year’s graduates, they mapped out more generally a new direction for America than the one we have taken since 2017. The former president noted that we are in a frightening moment, when we are coping with a deadly pandemic and a terrible recession. But he also heralded the enormous possibilities of a time when all the cards have been thrown up into the air, waiting to be gathered up into new patterns. Obama noted that the pandemic had “fully, finally torn back the curtain on the idea that the folks in charge know what they’re doing. A lot of them aren’t even pretending to be in charge.” “Turns out that they don’t have all the answers. A lot of them aren’t even asking the right questions.” He called for today’s youth to honor “honesty, hard work, responsibility, fairness, generosity, respect for others.” He rejected the aggressive individualism that has defined America since the Reagan years. “[I]t doesn’t matter how much money you make if everyone around you is hungry and sick…. [O]ur society and democracy only works when we think not just about ourselves, but about each other.” He placed America’s strength in community. “No one does big things by themselves. Right now, when people are scared, it’s easy to be cynical and say let me just look out for myself, or my family, or people who look or think or pray like me. But if we’re going to get through these difficult times; if we’re going to create a world where everybody has the opportunity to find a job, and afford college; if we’re going to save the environment and defeat future pandemics, then we’re going to have to do it together. So be alive to one another’s struggles. Stand up for one another’s rights. Leave behind all the old ways of thinking that divide us — sexism, racial prejudice, status, greed — and set the world on a different path.” He urged young people to change the world. “If the world’s going to get better, it’s going to be up to you. With everything suddenly feeling like it’s up for grabs, this is your time to seize the initiative. Nobody can tell you anymore that you should be waiting your turn. Nobody can tell you anymore 'this is how it’s always been done.'"" ""More than ever,"" the former president said, ""this is your moment—your generation’s world to shape.” [Photo: Children's driftwood fort, 2018] —- Notes: https://www.axios.com/read-obama-delivers-hbcu-commencement-speech-ab461eec-7ee4-42ff-ad52-a7373afaa4f1.html https://www.nytimes.com/2020/05/16/us/obama-graduation-speech-transcript.html",,2020-05-16,5,2020,137
